discipline,asset_kind,part_no,name,manufacturer,series,device_kind,poles,current_a,curve,u_n_v,i_cn_ka,frame_a,ac3_current_a,kw_max_400,fl_min_a,fl_max_a,ratio,primary_a,secondary_a,gltf_key,tags
electrical,component_3d,NXB-63 D20 1P,MCB NXB-63 D20 1P,CHINT,NXB,MCB,1,20,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D20_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 D25 1P,MCB NXB-63 D25 1P,CHINT,NXB,MCB,1,25,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D25_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 D32 1P,MCB NXB-63 D32 1P,CHINT,NXB,MCB,1,32,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D32_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 D40 1P,MCB NXB-63 D40 1P,CHINT,NXB,MCB,1,40,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D40_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 D50 1P,MCB NXB-63 D50 1P,CHINT,NXB,MCB,1,50,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D50_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 D63 1P,MCB NXB-63 D63 1P,CHINT,NXB,MCB,1,63,D,230,6,,,,,,,,,rnd-3d-assets/chint/NXB-63_D63_1P.glb,"MCB,NXB63,1P,D"
electrical,component_3d,NXB-63 C6 2P,MCB NXB-63 C6 2P,CHINT,NXB,MCB,2,6,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C6_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C10 2P,MCB NXB-63 C10 2P,CHINT,NXB,MCB,2,10,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C10_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C16 2P,MCB NXB-63 C16 2P,CHINT,NXB,MCB,2,16,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C16_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C20 2P,MCB NXB-63 C20 2P,CHINT,NXB,MCB,2,20,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C20_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C25 2P,MCB NXB-63 C25 2P,CHINT,NXB,MCB,2,25,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C25_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C32 2P,MCB NXB-63 C32 2P,CHINT,NXB,MCB,2,32,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C32_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C40 2P,MCB NXB-63 C40 2P,CHINT,NXB,MCB,2,40,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C40_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C50 2P,MCB NXB-63 C50 2P,CHINT,NXB,MCB,2,50,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C50_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 C63 2P,MCB NXB-63 C63 2P,CHINT,NXB,MCB,2,63,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C63_2P.glb,"MCB,NXB63,2P,C"
electrical,component_3d,NXB-63 D6 2P,MCB NXB-63 D6 2P,CHINT,NXB,MCB,2,6,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D6_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D10 2P,MCB NXB-63 D10 2P,CHINT,NXB,MCB,2,10,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D10_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D16 2P,MCB NXB-63 D16 2P,CHINT,NXB,MCB,2,16,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D16_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D20 2P,MCB NXB-63 D20 2P,CHINT,NXB,MCB,2,20,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D20_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D25 2P,MCB NXB-63 D25 2P,CHINT,NXB,MCB,2,25,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D25_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D32 2P,MCB NXB-63 D32 2P,CHINT,NXB,MCB,2,32,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D32_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D40 2P,MCB NXB-63 D40 2P,CHINT,NXB,MCB,2,40,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D40_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D50 2P,MCB NXB-63 D50 2P,CHINT,NXB,MCB,2,50,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D50_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 D63 2P,MCB NXB-63 D63 2P,CHINT,NXB,MCB,2,63,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D63_2P.glb,"MCB,NXB63,2P,D"
electrical,component_3d,NXB-63 C6 3P,MCB NXB-63 C6 3P,CHINT,NXB,MCB,3,6,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C6_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C10 3P,MCB NXB-63 C10 3P,CHINT,NXB,MCB,3,10,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C10_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C16 3P,MCB NXB-63 C16 3P,CHINT,NXB,MCB,3,16,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C16_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C20 3P,MCB NXB-63 C20 3P,CHINT,NXB,MCB,3,20,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C20_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C25 3P,MCB NXB-63 C25 3P,CHINT,NXB,MCB,3,25,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C25_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C32 3P,MCB NXB-63 C32 3P,CHINT,NXB,MCB,3,32,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C32_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C40 3P,MCB NXB-63 C40 3P,CHINT,NXB,MCB,3,40,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C40_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C50 3P,MCB NXB-63 C50 3P,CHINT,NXB,MCB,3,50,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C50_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 C63 3P,MCB NXB-63 C63 3P,CHINT,NXB,MCB,3,63,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C63_3P.glb,"MCB,NXB63,3P,C"
electrical,component_3d,NXB-63 D6 3P,MCB NXB-63 D6 3P,CHINT,NXB,MCB,3,6,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D6_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D10 3P,MCB NXB-63 D10 3P,CHINT,NXB,MCB,3,10,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D10_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D16 3P,MCB NXB-63 D16 3P,CHINT,NXB,MCB,3,16,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D16_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D20 3P,MCB NXB-63 D20 3P,CHINT,NXB,MCB,3,20,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D20_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D25 3P,MCB NXB-63 D25 3P,CHINT,NXB,MCB,3,25,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D25_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D32 3P,MCB NXB-63 D32 3P,CHINT,NXB,MCB,3,32,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D32_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D40 3P,MCB NXB-63 D40 3P,CHINT,NXB,MCB,3,40,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D40_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D50 3P,MCB NXB-63 D50 3P,CHINT,NXB,MCB,3,50,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D50_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 D63 3P,MCB NXB-63 D63 3P,CHINT,NXB,MCB,3,63,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D63_3P.glb,"MCB,NXB63,3P,D"
electrical,component_3d,NXB-63 C6 4P,MCB NXB-63 C6 4P,CHINT,NXB,MCB,4,6,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C6_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C10 4P,MCB NXB-63 C10 4P,CHINT,NXB,MCB,4,10,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C10_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C16 4P,MCB NXB-63 C16 4P,CHINT,NXB,MCB,4,16,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C16_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C20 4P,MCB NXB-63 C20 4P,CHINT,NXB,MCB,4,20,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C20_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C25 4P,MCB NXB-63 C25 4P,CHINT,NXB,MCB,4,25,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C25_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C32 4P,MCB NXB-63 C32 4P,CHINT,NXB,MCB,4,32,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C32_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C40 4P,MCB NXB-63 C40 4P,CHINT,NXB,MCB,4,40,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C40_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C50 4P,MCB NXB-63 C50 4P,CHINT,NXB,MCB,4,50,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C50_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 C63 4P,MCB NXB-63 C63 4P,CHINT,NXB,MCB,4,63,C,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_C63_4P.glb,"MCB,NXB63,4P,C"
electrical,component_3d,NXB-63 D6 4P,MCB NXB-63 D6 4P,CHINT,NXB,MCB,4,6,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D6_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D10 4P,MCB NXB-63 D10 4P,CHINT,NXB,MCB,4,10,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D10_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D16 4P,MCB NXB-63 D16 4P,CHINT,NXB,MCB,4,16,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D16_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D20 4P,MCB NXB-63 D20 4P,CHINT,NXB,MCB,4,20,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D20_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D25 4P,MCB NXB-63 D25 4P,CHINT,NXB,MCB,4,25,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D25_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D32 4P,MCB NXB-63 D32 4P,CHINT,NXB,MCB,4,32,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D32_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D40 4P,MCB NXB-63 D40 4P,CHINT,NXB,MCB,4,40,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D40_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D50 4P,MCB NXB-63 D50 4P,CHINT,NXB,MCB,4,50,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D50_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXB-63 D63 4P,MCB NXB-63 D63 4P,CHINT,NXB,MCB,4,63,D,400,10,,,,,,,,,rnd-3d-assets/chint/NXB-63_D63_4P.glb,"MCB,NXB63,4P,D"
electrical,component_3d,NXC-09,Contactor NXC-09,CHINT,NXC,Contactor,3,,,,,,9,4.0,,,,,,rnd-3d-assets/chint/NXC-09.glb,"Contactor,NXC-09"
electrical,component_3d,NXC-12,Contactor NXC-12,CHINT,NXC,Contactor,3,,,,,,12,5.5,,,,,,rnd-3d-assets/chint/NXC-12.glb,"Contactor,NXC-12"
electrical,component_3d,NXC-18,Contactor NXC-18,CHINT,NXC,Contactor,3,,,,,,18,7.5,,,,,,rnd-3d-assets/chint/NXC-18.glb,"Contactor,NXC-18"
electrical,component_3d,NXC-25,Contactor NXC-25,CHINT,NXC,Contactor,3,,,,,,25,11,,,,,,rnd-3d-assets/chint/NXC-25.glb,"Contactor,NXC-25"
electrical,component_3d,NXC-32,Contactor NXC-32,CHINT,NXC,Contactor,3,,,,,,32,15,,,,,,rnd-3d-assets/chint/NXC-32.glb,"Contactor,NXC-32"
electrical,component_3d,NXC-40,Contactor NXC-40,CHINT,NXC,Contactor,3,,,,,,40,18.5,,,,,,rnd-3d-assets/chint/NXC-40.glb,"Contactor,NXC-40"
electrical,component_3d,NXC-50,Contactor NXC-50,CHINT,NXC,Contactor,3,,,,,,50,22,,,,,,rnd-3d-assets/chint/NXC-50.glb,"Contactor,NXC-50"
electrical,component_3d,NXC-65,Contactor NXC-65,CHINT,NXC,Contactor,3,,,,,,65,30,,,,,,rnd-3d-assets/chint/NXC-65.glb,"Contactor,NXC-65"
electrical,component_3d,NXC-85,Contactor NXC-85,CHINT,NXC,Contactor,3,,,,,,85,45,,,,,,rnd-3d-assets/chint/NXC-85.glb,"Contactor,NXC-85"
electrical,component_3d,NXC-95,Contactor NXC-95,CHINT,NXC,Contactor,3,,,,,,95,45,,,,,,rnd-3d-assets/chint/NXC-95.glb,"Contactor,NXC-95"
electrical,component_3d,NXC-115,Contactor NXC-115,CHINT,NXC,Contactor,3,,,,,,115,55,,,,,,rnd-3d-assets/chint/NXC-115.glb,"Contactor,NXC-115"
electrical,component_3d,NXC-170,Contactor NXC-170,CHINT,NXC,Contactor,3,,,,,,170,90,,,,,,rnd-3d-assets/chint/NXC-170.glb,"Contactor,NXC-170"
electrical,component_3d,JR36-20 0.25-0.4A,Overload JR36-20 0.25-0.4A,CHINT,JR36,Overload,,,,,,,,,0.25,0.4,,,,rnd-3d-assets/chint/JR36-20_0.25-0.4A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 0.4-0.63A,Overload JR36-20 0.4-0.63A,CHINT,JR36,Overload,,,,,,,,,0.4,0.63,,,,rnd-3d-assets/chint/JR36-20_0.4-0.63A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 0.63-1A,Overload JR36-20 0.63-1A,CHINT,JR36,Overload,,,,,,,,,0.63,1.0,,,,rnd-3d-assets/chint/JR36-20_0.63-1A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 1-1.6A,Overload JR36-20 1-1.6A,CHINT,JR36,Overload,,,,,,,,,1.0,1.6,,,,rnd-3d-assets/chint/JR36-20_1-1.6A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 1.6-2.5A,Overload JR36-20 1.6-2.5A,CHINT,JR36,Overload,,,,,,,,,1.6,2.5,,,,rnd-3d-assets/chint/JR36-20_1.6-2.5A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 2.5-4A,Overload JR36-20 2.5-4A,CHINT,JR36,Overload,,,,,,,,,2.5,4.0,,,,rnd-3d-assets/chint/JR36-20_2.5-4A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 4-6.4A,Overload JR36-20 4-6.4A,CHINT,JR36,Overload,,,,,,,,,4.0,6.4,,,,rnd-3d-assets/chint/JR36-20_4-6.4A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 5.5-8A,Overload JR36-20 5.5-8A,CHINT,JR36,Overload,,,,,,,,,5.5,8.0,,,,rnd-3d-assets/chint/JR36-20_5.5-8A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 7-11A,Overload JR36-20 7-11A,CHINT,JR36,Overload,,,,,,,,,7.0,11.0,,,,rnd-3d-assets/chint/JR36-20_7-11A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 10-16A,Overload JR36-20 10-16A,CHINT,JR36,Overload,,,,,,,,,10.0,16.0,,,,rnd-3d-assets/chint/JR36-20_10-16A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 14-22A,Overload JR36-20 14-22A,CHINT,JR36,Overload,,,,,,,,,14.0,22.0,,,,rnd-3d-assets/chint/JR36-20_14-22A.glb,"Overload,JR36"
electrical,component_3d,JR36-20 20-32A,Overload JR36-20 20-32A,CHINT,JR36,Overload,,,,,,,,,20.0,32.0,,,,rnd-3d-assets/chint/JR36-20_20-32A.glb,"Overload,JR36"
electrical,component_3d,JR36-63 28-45A,Overload JR36-63 28-45A,CHINT,JR36,Overload,,,,,,,,,28.0,45.0,,,,rnd-3d-assets/chint/JR36-63_28-45A.glb,"Overload,JR36"
electrical,component_3d,JR36-63 40-63A,Overload JR36-63 40-63A,CHINT,JR36,Overload,,,,,,,,,40.0,63.0,,,,rnd-3d-assets/chint/JR36-63_40-63A.glb,"Overload,JR36"
electrical,component_3d,JR36-63 55-85A,Overload JR36-63 55-85A,CHINT,JR36,Overload,,,,,,,,,55.0,85.0,,,,rnd-3d-assets/chint/JR36-63_55-85A.glb,"Overload,JR36"
electrical,component_3d,JR36-63 70-110A,Overload JR36-63 70-110A,CHINT,JR36,Overload,,,,,,,,,70.0,110.0,,,,rnd-3d-assets/chint/JR36-63_70-110A.glb,"Overload,JR36"
electrical,component_3d,JR36-160 95-125A,Overload JR36-160 95-125A,CHINT,JR36,Overload,,,,,,,,,95.0,125.0,,,,rnd-3d-assets/chint/JR36-160_95-125A.glb,"Overload,JR36"
electrical,component_3d,JR36-160 110-160A,Overload JR36-160 110-160A,CHINT,JR36,Overload,,,,,,,,,110.0,160.0,,,,rnd-3d-assets/chint/JR36-160_110-160A.glb,"Overload,JR36"
electrical,component_3d,NM1-100S/3300 40A,MCCB NM1-100S/3300 40A,CHINT,NM1,MCCB,3,40,,400,36,100,,,,,,,,rnd-3d-assets/chint/NM1-100S_40A.glb,"MCCB,NM1,NM1-100S"
electrical,component_3d,NM1-100S/3300 50A,MCCB NM1-100S/3300 50A,CHINT,NM1,MCCB,3,50,,400,36,100,,,,,,,,rnd-3d-assets/chint/NM1-100S_50A.glb,"MCCB,NM1,NM1-100S"
electrical,component_3d,NM1-100S/3300 63A,MCCB NM1-100S/3300 63A,CHINT,NM1,MCCB,3,63,,400,36,100,,,,,,,,rnd-3d-assets/chint/NM1-100S_63A.glb,"MCCB,NM1,NM1-100S"
electrical,component_3d,NM1-100S/3300 80A,MCCB NM1-100S/3300 80A,CHINT,NM1,MCCB,3,80,,400,36,100,,,,,,,,rnd-3d-assets/chint/NM1-100S_80A.glb,"MCCB,NM1,NM1-100S"
electrical,component_3d,NM1-100S/3300 100A,MCCB NM1-100S/3300 100A,CHINT,NM1,MCCB,3,100,,400,36,100,,,,,,,,rnd-3d-assets/chint/NM1-100S_100A.glb,"MCCB,NM1,NM1-100S"
electrical,component_3d,NM1-250S/3300 125A,MCCB NM1-250S/3300 125A,CHINT,NM1,MCCB,3,125,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_125A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-250S/3300 160A,MCCB NM1-250S/3300 160A,CHINT,NM1,MCCB,3,160,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_160A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-250S/3300 180A,MCCB NM1-250S/3300 180A,CHINT,NM1,MCCB,3,180,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_180A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-250S/3300 200A,MCCB NM1-250S/3300 200A,CHINT,NM1,MCCB,3,200,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_200A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-250S/3300 225A,MCCB NM1-250S/3300 225A,CHINT,NM1,MCCB,3,225,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_225A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-250S/3300 250A,MCCB NM1-250S/3300 250A,CHINT,NM1,MCCB,3,250,,400,36,250,,,,,,,,rnd-3d-assets/chint/NM1-250S_250A.glb,"MCCB,NM1,NM1-250S"
electrical,component_3d,NM1-400S/3300 250A,MCCB NM1-400S/3300 250A,CHINT,NM1,MCCB,3,250,,400,36,400,,,,,,,,rnd-3d-assets/chint/NM1-400S_250A.glb,"MCCB,NM1,NM1-400S"
electrical,component_3d,NM1-400S/3300 315A,MCCB NM1-400S/3300 315A,CHINT,NM1,MCCB,3,315,,400,36,400,,,,,,,,rnd-3d-assets/chint/NM1-400S_315A.glb,"MCCB,NM1,NM1-400S"
electrical,component_3d,NM1-400S/3300 400A,MCCB NM1-400S/3300 400A,CHINT,NM1,MCCB,3,400,,400,36,400,,,,,,,,rnd-3d-assets/chint/NM1-400S_400A.glb,"MCCB,NM1,NM1-400S"
electrical,component_3d,NM1-630S/3300 400A,MCCB NM1-630S/3300 400A,CHINT,NM1,MCCB,3,400,,400,36,630,,,,,,,,rnd-3d-assets/chint/NM1-630S_400A.glb,"MCCB,NM1,NM1-630S"
electrical,component_3d,NM1-630S/3300 500A,MCCB NM1-630S/3300 500A,CHINT,NM1,MCCB,3,500,,400,36,630,,,,,,,,rnd-3d-assets/chint/NM1-630S_500A.glb,"MCCB,NM1,NM1-630S"
electrical,component_3d,NM1-630S/3300 630A,MCCB NM1-630S/3300 630A,CHINT,NM1,MCCB,3,630,,400,36,630,,,,,,,,rnd-3d-assets/chint/NM1-630S_630A.glb,"MCCB,NM1,NM1-630S"
electrical,component_3d,NM1-800S/3300 630A,MCCB NM1-800S/3300 630A,CHINT,NM1,MCCB,3,630,,400,36,800,,,,,,,,rnd-3d-assets/chint/NM1-800S_630A.glb,"MCCB,NM1,NM1-800S"
electrical,component_3d,NM1-800S/3300 700A,MCCB NM1-800S/3300 700A,CHINT,NM1,MCCB,3,700,,400,36,800,,,,,,,,rnd-3d-assets/chint/NM1-800S_700A.glb,"MCCB,NM1,NM1-800S"
electrical,component_3d,NM1-800S/3300 800A,MCCB NM1-800S/3300 800A,CHINT,NM1,MCCB,3,800,,400,36,800,,,,,,,,rnd-3d-assets/chint/NM1-800S_800A.glb,"MCCB,NM1,NM1-800S"
electrical,component_3d,NM1-1250S/3300 800A,MCCB NM1-1250S/3300 800A,CHINT,NM1,MCCB,3,800,,400,36,1250,,,,,,,,rnd-3d-assets/chint/NM1-1250S_800A.glb,"MCCB,NM1,NM1-1250S"
electrical,component_3d,NM1-1250S/3300 1000A,MCCB NM1-1250S/3300 1000A,CHINT,NM1,MCCB,3,1000,,400,36,1250,,,,,,,,rnd-3d-assets/chint/NM1-1250S_1000A.glb,"MCCB,NM1,NM1-1250S"
electrical,component_3d,NM1-1250S/3300 1250A,MCCB NM1-1250S/3300 1250A,CHINT,NM1,MCCB,3,1250,,400,36,1250,,,,,,,,rnd-3d-assets/chint/NM1-1250S_1250A.glb,"MCCB,NM1,NM1-1250S"
electrical,component_3d,DT862-4 3x230/400V,Energy meter DT862-4 3x230/400V,CHINT,DT862,Meter,3,10,,400,,,,,,,,,,rnd-3d-assets/chint/DT862-4.glb,"Meter,DT862,3P"
